master_project_en,project_name_en,growth_stage,property_type_en,median_price,price_per_sqm,transaction_count,earliest_transaction_year,developer_name
Jumeirah Golf Estates,Terra Golf Collection,Off-Plan or Launch,Land,3686297.0,13800.123466431256,44,2022.0,Unknown / Mixed
Jumeirah Golf Estates,Terra Golf Collection,Off-Plan or Launch,Villa,7534000.0,31433.750283566216,17,2024.0,Unknown / Mixed
Jumeirah Heights,JUMEIRAH HEIGHTS CLUSTERS,Early Growth,Unit,2544700.0,11310.77234231187,152,2014.0,Unknown / Mixed
Jumeirah Heights,JUMEIRAH HEIGHTS CLUSTERS,Maturity,Unit,2135000.0,9156.152513974172,127,2016.0,Unknown / Mixed
Jumeirah Heights,JUMEIRAH HEIGHTS CLUSTERS,Off-Plan or Launch,Unit,2501983.5,11497.670595310608,230,2009.0,Unknown / Mixed
Jumeirah Heights,JUMEIRAH HEIGHTS CLUSTERS,Stabilized / Legacy,Unit,2200000.0,9757.686060366595,236,2020.0,Unknown / Mixed
Jumeirah Islands,DUBAI STAR,Early Growth,Land,1536500.0,23691.743870147024,3,2023.0,Unknown / Mixed
Jumeirah Islands,DUBAI STAR,Early Growth,Unit,575000.0,8176.348794430861,143,2022.0,Unknown / Mixed
Jumeirah Islands,DUBAI STAR,Maturity,Unit,850000.0,12143.47211787296,117,2024.0,Unknown / Mixed
Jumeirah Islands,DUBAI STAR,Off-Plan or Launch,Unit,720800.0,9576.922793809388,569,2009.0,Unknown / Mixed
Jumeirah Islands,DUBAI STAR,Off-Plan or Launch,Villa,22500000.0,13636.363636363636,1,2008.0,Unknown / Mixed
Jumeirah Islands,JUMEIRAH HEIGHTS CLUSTERS,Maturity,Land,507124.5,3229.1652136585444,10,2017.0,Unknown / Mixed
Jumeirah Islands,JUMEIRAH HEIGHTS CLUSTERS,Stabilized / Legacy,Land,388550.0,3268.872235609261,108,2020.0,Unknown / Mixed
Jumeirah Islands,JUMEIRAH ISLANDS MANSIONS,Early Growth,Villa,11750000.0,9303.339690149947,20,2014.0,Unknown / Mixed
Jumeirah Islands,JUMEIRAH ISLANDS MANSIONS,Maturity,Villa,14000000.0,9559.976585500466,13,2016.0,Unknown / Mixed
Jumeirah Islands,JUMEIRAH ISLANDS MANSIONS,Off-Plan or Launch,Villa,16099500.0,12615.591601533331,20,2009.0,Unknown / Mixed
Jumeirah Islands,JUMEIRAH ISLANDS MANSIONS,Stabilized / Legacy,Villa,10450000.0,10907.07233261886,32,2020.0,Unknown / Mixed
Jumeirah Islands,NEW DUBAI GATE2,Early Growth,Unit,617500.0,8757.695273451523,88,2021.0,Unknown / Mixed
Jumeirah Islands,NEW DUBAI GATE2,Maturity,Unit,800000.0,12420.5404303072,162,2023.0,Unknown / Mixed
Jumeirah Islands,NEW DUBAI GATE2,Off-Plan or Launch,Building,17500000.0,10606.060606060606,1,2008.0,Unknown / Mixed
Jumeirah Islands,NEW DUBAI GATE2,Off-Plan or Launch,Unit,625542.0,13488.208430979294,406,2009.0,Unknown / Mixed
Jumeirah Islands,TOWNHOUSES AT JUMEIRAH ISLANDS,Early Growth,Villa,3050000.0,14494.506421417698,12,2019.0,Unknown / Mixed
Jumeirah Islands,TOWNHOUSES AT JUMEIRAH ISLANDS,Maturity,Land,5880000.0,27222.222222222223,1,2023.0,Unknown / Mixed
Jumeirah Islands,TOWNHOUSES AT JUMEIRAH ISLANDS,Maturity,Villa,3950000.0,18464.68631981432,53,2021.0,Unknown / Mixed
Jumeirah Islands,TOWNHOUSES AT JUMEIRAH ISLANDS,Off-Plan or Launch,Villa,4204500.0,19221.21114698837,72,2013.0,Unknown / Mixed
Jumeirah Islands,TOWNHOUSES AT JUMEIRAH ISLANDS,Stabilized / Legacy,Villa,4754771.5,22295.2984006734,4,2025.0,Unknown / Mixed
Jumeirah Islands,Vista Heights,Off-Plan or Launch,Building,345000000.0,159243.78109452737,5,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,AG TOWER,Early Growth,Unit,670800.0,10366.53463686106,189,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,AG TOWER,Maturity,Land,2100000.0,35769.034236075626,1,2015.0,Unknown / Mixed
Jumeirah Lakes Towers,AG TOWER,Maturity,Unit,850000.0,13232.982475035797,162,2015.0,Unknown / Mixed
Jumeirah Lakes Towers,AG TOWER,Off-Plan or Launch,Unit,612900.0,9120.643519993757,453,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,AG TOWER,Stabilized / Legacy,Land,4174000.0,52880.69512409536,4,2020.0,Unknown / Mixed
Jumeirah Lakes Towers,AG TOWER,Stabilized / Legacy,Unit,843606.0,12574.202059006326,211,2019.0,Unknown / Mixed
Jumeirah Lakes Towers,AL MAS TOWER,Early Growth,Unit,2114400.0,20178.406073432936,85,2014.0,Unknown / Mixed
Jumeirah Lakes Towers,AL MAS TOWER,Maturity,Unit,2000000.0,19644.18850906389,151,2016.0,Unknown / Mixed
Jumeirah Lakes Towers,AL MAS TOWER,Off-Plan or Launch,Unit,1432900.0,14192.743094247078,728,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,AL MAS TOWER,Stabilized / Legacy,Land,6000000.0,40021.3447171825,1,2023.0,Unknown / Mixed
Jumeirah Lakes Towers,AL MAS TOWER,Stabilized / Legacy,Unit,2650560.0,24483.864971779032,255,2020.0,Unknown / Mixed
Jumeirah Lakes Towers,AL SEEF II,Early Growth,Unit,1328600.0,7769.238919508721,104,2011.0,Unknown / Mixed
Jumeirah Lakes Towers,AL SEEF II,Maturity,Unit,1771875.0,10441.74618102436,138,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,AL SEEF II,Off-Plan or Launch,Building,25000000.0,15151.515151515152,1,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,AL SEEF II,Off-Plan or Launch,Unit,1379700.0,7941.277466455161,395,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,AL SEEF II,Stabilized / Legacy,Land,14892000.0,252366.10771126384,3,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,AL SEEF II,Stabilized / Legacy,Unit,1621104.0,9895.899813338545,195,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,ALSHERA TOWER,Early Growth,Unit,1085620.0,6827.495720750569,137,2011.0,Unknown / Mixed
Jumeirah Lakes Towers,ALSHERA TOWER,Maturity,Unit,1500000.0,11274.710699247093,173,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,ALSHERA TOWER,Off-Plan or Launch,Building,20000000.0,12121.285583548992,1,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,ALSHERA TOWER,Off-Plan or Launch,Unit,1111885.0,7191.553806760419,123,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,ALSHERA TOWER,Stabilized / Legacy,Land,2750000.0,57569.41025491431,3,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,ALSHERA TOWER,Stabilized / Legacy,Unit,1600000.0,10484.405259536192,179,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,ARMADA TOWERS,Early Growth,Unit,800000.0,9616.63872041728,191,2011.0,Unknown / Mixed
Jumeirah Lakes Towers,ARMADA TOWERS,Maturity,Unit,880000.0,10855.604075164496,301,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,ARMADA TOWERS,Off-Plan or Launch,Building,1946700.0,4839.483759222602,2,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,ARMADA TOWERS,Off-Plan or Launch,Unit,949632.0,11633.906963394982,258,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,ARMADA TOWERS,Stabilized / Legacy,Land,4700000.0,38483.58306722345,1,2018.0,Unknown / Mixed
Jumeirah Lakes Towers,ARMADA TOWERS,Stabilized / Legacy,Unit,735500.0,9251.66550168846,394,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,AU TOWER,Early Growth,Unit,689920.0,11527.21051533083,144,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,AU TOWER,Maturity,Unit,847500.0,13435.070018659097,108,2015.0,Unknown / Mixed
Jumeirah Lakes Towers,AU TOWER,Off-Plan or Launch,Unit,632799.0,9412.921350114191,577,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,AU TOWER,Stabilized / Legacy,Unit,902100.0,14395.4525342406,269,2019.0,Unknown / Mixed
Jumeirah Lakes Towers,BANYAN TREE RESIDENCES HILLSIDE DUBAI,Early Growth,Unit,2050000.0,20873.6962666897,72,2023.0,Unknown / Mixed
Jumeirah Lakes Towers,BANYAN TREE RESIDENCES HILLSIDE DUBAI,Maturity,Unit,2800000.0,22643.243700414903,11,2025.0,Unknown / Mixed
Jumeirah Lakes Towers,BANYAN TREE RESIDENCES HILLSIDE DUBAI,Off-Plan or Launch,Building,232000000.0,21765.929939974816,2,2021.0,Unknown / Mixed
Jumeirah Lakes Towers,BANYAN TREE RESIDENCES HILLSIDE DUBAI,Off-Plan or Launch,Unit,1800000.0,17352.979611113497,235,2018.0,Unknown / Mixed
Jumeirah Lakes Towers,BONNINGTON TOWER HOTEL & RESIDENCE DUBAI,Early Growth,Unit,715000.0,9847.003139936633,71,2011.0,Unknown / Mixed
Jumeirah Lakes Towers,BONNINGTON TOWER HOTEL & RESIDENCE DUBAI,Maturity,Unit,1285000.0,15202.238711064374,122,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,BONNINGTON TOWER HOTEL & RESIDENCE DUBAI,Off-Plan or Launch,Unit,769524.0,9455.423600479417,159,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,BONNINGTON TOWER HOTEL & RESIDENCE DUBAI,Stabilized / Legacy,Unit,1200000.0,13703.853824633505,138,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE AA1,Early Growth,Land,7400000.0,72159.92198927353,2,2014.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE AA1,Early Growth,Unit,1180273.5,8900.725408665618,110,2014.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE AA1,Maturity,Land,4318816.0,49081.45651047677,4,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE AA1,Maturity,Unit,803200.0,6780.68342145936,152,2016.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE AA1,Off-Plan or Launch,Building,25000000.0,4926.719967207752,1,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE AA1,Off-Plan or Launch,Unit,1229046.0,9381.422119279408,437,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE AA1,Stabilized / Legacy,Land,3297000.0,53029.3963984536,5,2021.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE AA1,Stabilized / Legacy,Unit,770009.0,7325.240835731638,233,2020.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB1,Early Growth,Unit,1166595.0,8256.03700075839,104,2014.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB1,Maturity,Unit,900000.0,6804.037147633634,105,2016.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB1,Off-Plan or Launch,Building,25000000.0,4748.66277656212,1,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB1,Off-Plan or Launch,Unit,1199216.0,9109.617009528223,525,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB1,Stabilized / Legacy,Land,1607910.0,20823.406267193757,2,2022.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB1,Stabilized / Legacy,Unit,910762.0,7258.734705361587,127,2020.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB2,Early Growth,Unit,1134027.0,8724.377248244033,113,2014.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB2,Maturity,Land,4080000.0,30663.948863110872,3,2018.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB2,Maturity,Unit,764820.0,6275.130648918364,113,2016.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB2,Off-Plan or Launch,Building,25000000.0,4748.34710037436,1,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB2,Off-Plan or Launch,Unit,1181366.0,9267.060646994996,434,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB2,Stabilized / Legacy,Land,1848000.0,24078.9324997766,4,2021.0,Unknown / Mixed
Jumeirah Lakes Towers,BUSINESS AVENUE BB2,Stabilized / Legacy,Unit,800000.0,6681.128950050195,211,2020.0,Unknown / Mixed
Jumeirah Lakes Towers,CONCORDE TOWER,Early Growth,Unit,678258.5,8826.044714581263,290,2012.0,Unknown / Mixed
Jumeirah Lakes Towers,CONCORDE TOWER,Maturity,Unit,960000.0,11555.457626576155,268,2014.0,Unknown / Mixed
Jumeirah Lakes Towers,CONCORDE TOWER,Off-Plan or Launch,Building,22500000.0,13636.363636363636,1,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,CONCORDE TOWER,Off-Plan or Launch,Unit,570352.0,7782.861136766372,203,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,CONCORDE TOWER,Stabilized / Legacy,Land,1725000.0,12962.128043282237,1,2022.0,Unknown / Mixed
Jumeirah Lakes Towers,CONCORDE TOWER,Stabilized / Legacy,Unit,780000.0,9564.957977558615,318,2018.0,Unknown / Mixed
Jumeirah Lakes Towers,DUBAI ARCH TOWER,Early Growth,Unit,545000.0,8013.552214602819,60,2011.0,Unknown / Mixed
Jumeirah Lakes Towers,DUBAI ARCH TOWER,Maturity,Unit,862000.0,11408.492262049213,173,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,DUBAI ARCH TOWER,Off-Plan or Launch,Building,20000000.0,12121.212121212122,1,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,DUBAI ARCH TOWER,Off-Plan or Launch,Unit,674432.0,8971.286425783115,369,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,DUBAI ARCH TOWER,Stabilized / Legacy,Land,9843400.0,62064.31273644389,1,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,DUBAI ARCH TOWER,Stabilized / Legacy,Unit,780000.0,10695.370977761511,282,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,GLOBAL LAKE VIEW,Early Growth,Unit,873382.0,11803.261173761575,163,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,GLOBAL LAKE VIEW,Maturity,Unit,900000.0,12845.801891621004,89,2015.0,Unknown / Mixed
Jumeirah Lakes Towers,GLOBAL LAKE VIEW,Off-Plan or Launch,Building,17500000.0,10606.25344703237,1,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,GLOBAL LAKE VIEW,Off-Plan or Launch,Unit,890153.5,11197.414965776274,392,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,GLOBAL LAKE VIEW,Stabilized / Legacy,Land,2000000.0,14852.22040695084,1,2023.0,Unknown / Mixed
Jumeirah Lakes Towers,GLOBAL LAKE VIEW,Stabilized / Legacy,Unit,905000.0,9970.083866441151,160,2019.0,Unknown / Mixed
Jumeirah Lakes Towers,GOLD CREST EXECUTIVE,Early Growth,Unit,650000.0,12012.108954160403,263,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,GOLD CREST EXECUTIVE,Maturity,Unit,716676.0,12014.055033315208,204,2015.0,Unknown / Mixed
Jumeirah Lakes Towers,GOLD CREST EXECUTIVE,Off-Plan or Launch,Unit,590000.0,9883.752430125369,331,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,GOLD CREST EXECUTIVE,Stabilized / Legacy,Land,1500000.0,18972.931950417405,1,2019.0,Unknown / Mixed
Jumeirah Lakes Towers,GOLD CREST EXECUTIVE,Stabilized / Legacy,Unit,676262.0,10962.44354017165,208,2019.0,Unknown / Mixed
Jumeirah Lakes Towers,GOLD CREST VIEWS2,Early Growth,Unit,885000.0,11990.198132497184,167,2014.0,Unknown / Mixed
Jumeirah Lakes Towers,GOLD CREST VIEWS2,Maturity,Unit,762000.0,12292.446001336555,167,2016.0,Unknown / Mixed
Jumeirah Lakes Towers,GOLD CREST VIEWS2,Off-Plan or Launch,Building,20000000.0,12121.212121212122,1,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,GOLD CREST VIEWS2,Off-Plan or Launch,Unit,650000.0,9890.39278284514,473,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,GOLD CREST VIEWS2,Stabilized / Legacy,Unit,880000.0,11652.967082824418,270,2020.0,Unknown / Mixed
Jumeirah Lakes Towers,HDS BUSINESS CENTRE,Early Growth,Unit,923729.5,7972.314007175443,78,2014.0,Unknown / Mixed
Jumeirah Lakes Towers,HDS BUSINESS CENTRE,Maturity,Land,4900000.0,29930.975505466984,1,2019.0,Unknown / Mixed
Jumeirah Lakes Towers,HDS BUSINESS CENTRE,Maturity,Unit,806000.0,6957.394048820291,88,2016.0,Unknown / Mixed
Jumeirah Lakes Towers,HDS BUSINESS CENTRE,Off-Plan or Launch,Unit,800348.0,6447.887222862602,300,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,HDS BUSINESS CENTRE,Stabilized / Legacy,Unit,730459.0,7488.611376942741,203,2020.0,Unknown / Mixed
Jumeirah Lakes Towers,INDIGO TOWER,Early Growth,Unit,616750.0,8852.043341947856,68,2011.0,Unknown / Mixed
Jumeirah Lakes Towers,INDIGO TOWER,Maturity,Land,6876302.0,79147.12246777164,1,2016.0,Unknown / Mixed
Jumeirah Lakes Towers,INDIGO TOWER,Maturity,Unit,936250.0,11464.39021575502,146,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,INDIGO TOWER,Off-Plan or Launch,Building,17500000.0,10606.189165929283,1,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,INDIGO TOWER,Off-Plan or Launch,Unit,558782.5,8126.429019566906,218,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,INDIGO TOWER,Stabilized / Legacy,Land,6754110.5,69740.58725280868,2,2018.0,Unknown / Mixed
Jumeirah Lakes Towers,INDIGO TOWER,Stabilized / Legacy,Unit,996500.0,11173.114777560362,230,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,INIGO ICON,Early Growth,Unit,1086748.0,8341.453218992443,70,2012.0,Unknown / Mixed
Jumeirah Lakes Towers,INIGO ICON,Maturity,Unit,1067997.0,9766.085155946765,73,2014.0,Unknown / Mixed
Jumeirah Lakes Towers,INIGO ICON,Off-Plan or Launch,Building,17500000.0,10606.060606060606,1,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,INIGO ICON,Off-Plan or Launch,Unit,919958.5,7848.993300165223,94,2010.0,Unknown / Mixed
Jumeirah Lakes Towers,INIGO ICON,Stabilized / Legacy,Land,4725000.0,34355.31310013946,4,2021.0,Unknown / Mixed
Jumeirah Lakes Towers,INIGO ICON,Stabilized / Legacy,Unit,997938.0,8230.799857804199,132,2018.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 4,Early Growth,Unit,1345660.0,11567.239494038286,33,2015.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 4,Maturity,Land,4976336.0,20160.168530222007,2,2018.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 4,Maturity,Unit,1437577.0,8859.155092223693,99,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 4,Off-Plan or Launch,Building,100000000.0,40323.87365720699,3,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 4,Off-Plan or Launch,Unit,1155150.0,9993.025199279891,128,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 4,Stabilized / Legacy,Land,4185000.0,16979.754128291475,1,2023.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 4,Stabilized / Legacy,Unit,2005500.0,14873.61510859128,114,2021.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 5,Early Growth,Unit,1029600.0,10225.820109957796,84,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 5,Maturity,Unit,1091220.0,9615.042350088985,85,2015.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 5,Off-Plan or Launch,Unit,1295557.0,10750.14356181902,333,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 5,Stabilized / Legacy,Land,1800000.0,36779.49417575068,3,2021.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE 5,Stabilized / Legacy,Unit,1497289.5,13835.970688800948,104,2019.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE1,Early Growth,Unit,1290000.0,13874.848273411137,22,2015.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE1,Maturity,Unit,989966.0,8205.123708690831,106,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE1,Off-Plan or Launch,Building,63600630.0,27359.72057293035,2,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE1,Off-Plan or Launch,Unit,1181800.0,10985.399357964548,586,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE1,Stabilized / Legacy,Land,7185500.0,67989.41099321524,4,2022.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE1,Stabilized / Legacy,Unit,1260000.0,12768.014404473435,121,2021.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE2,Early Growth,Unit,1103000.0,10172.374424786263,43,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE2,Maturity,Unit,1026876.0,9313.22900424154,97,2015.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE2,Off-Plan or Launch,Unit,881569.0,7985.153986982616,464,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE2,Stabilized / Legacy,Land,4879500.0,24835.03392072572,4,2020.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE2,Stabilized / Legacy,Unit,1125000.0,11530.763021183044,125,2019.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE3,Maturity,Land,225000000.0,1357056.6948130275,2,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE3,Maturity,Unit,1216168.0,9687.487064744611,172,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE3,Off-Plan or Launch,Building,25000000.0,15151.515151515152,1,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE3,Off-Plan or Launch,Unit,2314260.0,10722.72165986713,3,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,JUMEIRAH BUSINESS CENTRE3,Stabilized / Legacy,Unit,4408095.0,20623.631514924677,1,2024.0,Unknown / Mixed
Jumeirah Lakes Towers,LAGUNA TOWER,Early Growth,Unit,1312500.0,11528.912326773678,83,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,LAGUNA TOWER,Maturity,Land,1518000.0,15669.851052628785,2,2022.0,Unknown / Mixed
Jumeirah Lakes Towers,LAGUNA TOWER,Maturity,Unit,830000.0,7845.178756890304,119,2019.0,Unknown / Mixed
Jumeirah Lakes Towers,LAGUNA TOWER,Off-Plan or Launch,Building,29690170.0,17994.478654027975,1,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,LAGUNA TOWER,Off-Plan or Launch,Unit,941250.0,11321.420459226949,528,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,LAGUNA TOWER,Stabilized / Legacy,Land,4360774.0,37903.29421990439,1,2023.0,Unknown / Mixed
Jumeirah Lakes Towers,LAGUNA TOWER,Stabilized / Legacy,Unit,1360000.0,11254.620694446588,113,2023.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE CITY TOWER,Early Growth,Unit,610000.0,8790.591903182169,95,2011.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE CITY TOWER,Maturity,Unit,825000.0,11293.743083338242,250,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE CITY TOWER,Off-Plan or Launch,Building,17500000.0,10606.189165929283,1,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE CITY TOWER,Off-Plan or Launch,Unit,637500.0,9102.298012195048,168,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE CITY TOWER,Stabilized / Legacy,Land,20832000.0,418827.9421523284,3,2021.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE CITY TOWER,Stabilized / Legacy,Unit,665000.0,10215.63514192133,288,2017.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE SHORE TOWER,Early Growth,Unit,1000000.0,9559.23476956305,112,2012.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE SHORE TOWER,Maturity,Unit,1155000.0,10856.281877522206,186,2014.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE SHORE TOWER,Off-Plan or Launch,Unit,852144.0,8495.483989994113,737,2009.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE SHORE TOWER,Stabilized / Legacy,Unit,960000.0,8932.66317695179,261,2018.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE TERRACE,Early Growth,Unit,450000.0,8666.61985699995,295,2011.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE TERRACE,Maturity,Unit,747500.0,11723.620237339235,326,2013.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE TERRACE,Off-Plan or Launch,Building,20000000.0,12121.212121212122,1,2008.0,Unknown / Mixed
Jumeirah Lakes Towers,LAKE TERRACE,Off-Plan or Launch,Unit,436320.0,8168.806783159828,191,2009.0,Unknown / Mixed
